clubLabel,venueLabel,coordinates,countryLabel
Aldosivi,Estadio José María Minella,Point(-57.582333 -38.017944),Argentina
Alemannia Aachen,New Tivoli,Point(6.097222222 50.793333333),Germany
Alfonso Ugarte de Chiclín,Estadio Mansiche,Point(-79.030977 -8.106655),Peru
Alfonso Ugarte de Puno,Estadio E. Torres Belón,Point(-70.022028 -15.83691),Peru
Alfreton Town F.C.,North Street,Point(-1.3813 53.0945),United Kingdom
Algeciras CF,Estadio Nuevo Mirador,Point(-5.46527778 36.16333333),Spain
Alhiyad Sports Club,9th July Stadium,Point(15.045969 32.363317),Libya
Alianza Atlético,Estadio Campeones del 36,Point(-80.684436 -4.89696),Peru
Alianza Cristiana,Estadio Max Augustín,Point(-73.252778 -3.743611),Peru
Alianza Fútbol Club,Estadio Cuscatlán,Point(-89.222358 13.681089),El Salvador
Alianza Huánuco,Estadio Heraclio Tapia,Point(-76.252778 -9.940567),Peru
Alianza Petrolera,Atanasio Girardot Sports Complex,Point(-75.590172 6.2568),Colombia
Alianza Unicachi,Estadio E. Torres Belón,Point(-70.022028 -15.83691),Peru
Alicante CF,Q5646842,Point(-0.486944444 38.378611111),Spain
Alki Larnaca F.C.,GSZ Stadium,Point(33.599722 34.925556),Cyprus
Alki Oroklini FC,Ammochostos Stadium,Point(33.613207 34.929818),Cyprus
All Boys,Estadio Islas Malvinas,Point(-58.49775 -34.6165),Argentina
Allianssi Vantaa,ISS Stadion,Point(24.83818333 60.2621),Finland
Alloa Athletic F.C.,Recreation Park,Point(-3.77864 56.1166),United Kingdom
Almadina S.C.,June 11 Stadium,Point(13.135878 32.859869),Libya
Almahalla Tripoli,GMR Stadium,Point(13.136944 32.859722),Libya
Almere City FC,Mitsubishi Forklift Stadion,Point(5.240556 52.394444),Netherlands
Almirante Brown de Isidro Casanova,Estadio Fragata Presidente Sarmiento,Point(-58.586814 -34.694981),Argentina
Alta IF,Finnmarkshallen,Point(23.2955 69.9746),Norway
Altay S.K.,İzmir Alsancak Stadium,Point(27.150889 38.437289),Turkey
Alto Rendimiento Tuzo,Estadio Hidalgo,Point(-98.756114 20.105144),Mexico
Altona East Phoenix,Paisley Park Soccer Complex,Point(144.856944 -37.846667),Australia
Altonaer FC von 1893,Q360602,Point(9.91138889 53.55527778),Germany
Altrincham F.C.,Moss Lane,Point(-2.335158 53.383436),United Kingdom
Altınordu S.K.,İzmir Alsancak Stadium,Point(27.150889 38.437289),Turkey
Altınordu İdman Yurdu SK,Fenerbahce Sukru Saracoglu Stadium,Point(29.036667 40.987778),Turkey
Alvarado de Mar del Plata,Estadio José María Minella,Point(-57.582333 -38.017944),Argentina
AmaZulu F.C.,Moses Mabhida Stadium,Point(31.0303 -29.829),South Africa
Amapá Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Amathus Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
America FC,Parc de Foot Land des Gabions des Cayes,Point(-73.754666666 18.191638888),Haiti
America Football Club,Estádio Giulite Coutinho,Point(-43.419722 -22.795278),Brazil
Amiens AC,Stade Jean-Bouin,Point(2.252936 48.84332),France
Amiens SC,Stade de la Licorne,Point(2.263312 49.894209),France
América Football Club,Estádio Presidente Vargas,Point(-38.536667 -3.745833),Brazil
América Futebol Clube,Teixeirão,Point(-49.358889 -20.797222),Brazil
América Futebol Clube,Estádio Independência,Point(-43.917778 -19.908333),Brazil
América Futebol Clube,Machadão,Point(-35.2138 -5.82562),Brazil
América Fútbol Club,Estadio Olímpico,Point(-66.885492 10.491278),Venezuela
América de Cali,Estadio Olímpico Pascual Guerrero,Point(-76.541083 3.429889),Colombia
América de Manta,Estadio Jocay,Point(-80.70293 -0.964041),Ecuador
América de Quito,Estadio Olímpico Atahualpa,Point(-78.476583 -0.177528),Ecuador
América fc,Marvin Lee Stadium,Point(-61.384761 10.641608),Trinidad and Tobago
Anagennisi Deryneia FC,Paralimni Stadium,Point(33.987222 35.030833),Cyprus
Anagennisi Germasogeias FC,Yermasoyia Municipal Stadium,Point(33.088859 34.702831),Cyprus
Anagennisi Karditsa F.C.,Q8842867,Point(21.935127 39.362552),Greece
Anagennisi Lythrodonta,Anagennisi Lythrodonta Ground,Point(33.305277777 34.950555555),Cyprus
Anagennisi Trachoni,Trachoni Community Stadium,Point(32.971326 34.659368),Cyprus
Andirá Esporte Clube,Estádio José de Melo,Point(-67.8075 -9.970278),Brazil
Angers SCO,"Jean-Bouin Stadium, Angers",Point(-0.530741 47.460458),France
Angoulême CFC,Stade Lebon,Point(0.176128 45.641894),France
Ankara Demirspor,Cebeci İnönü Stadium,Point(32.872146 39.932023),Turkey
Annan Athletic F.C.,Galabank,Point(-3.26174 54.9938),United Kingdom
Annbank United F.C.,New Pebble Park,Point(-4.5245 55.4752),United Kingdom
Annecy F.C.,"Parc des Sports, Annecy",Point(6.120092 45.917081),France
Anorthosis Famagusta FC,Antonis Papadopoulos Stadium,Point(33.620922 34.937422),Cyprus
Anorthosis Kato Polemidia,Peace and Friendship Community Stadium,Point(33.006556 34.692429),Cyprus
Antaeus Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
Antalyaspor,Akdeniz University Stadium,Point(30.64684 36.893743),Turkey
Anundsjö IF,Q2021404,Point(18.10638889 63.44472222),Sweden
Anápolis Futebol Clube,Estádio Jonas Duarte,Point(-48.955761 -16.346347),Brazil
Apollon Limassol,Tsirion Stadium,Point(33.022975 34.700914),Cyprus
Apollon Limassol,Tsirion Stadium,Point(33.022975 34.700914),Cyprus
Apollon Lympion,Apollon Lympion Stadium,Point(33.470748 34.992236),Cyprus
Apollon Smyrni F.C.,Georgios Kamaras Stadium,Point(23.741033 38.028156),Greece
April 25 Sports Club,Yanggakdo Stadium,Point(125.743525 38.991547222),North Korea
Aragua FC,Estadio Jalisco,Point(-103.328139 20.705),Venezuela
Arandina CF,Estadio El Montecillo,Point(-3.698911 41.667997),Spain
Arbroath F.C.,Gayfield Park,Point(-2.59151944 56.55226944),United Kingdom
Arema FC,Kanjuruhan Stadium,Point(112.573975 -8.149333),Indonesia
Arema FC U-21,Kanjuruhan Stadium,Point(112.573975 -8.149333),Indonesia
Argentino de Quilmes,Q2888263,Point(-58.249 -34.7155),Argentina
Argentino de Rosario,Estadio José María Olaeta,Point(-60.68376667 -32.90753056),Argentina
Argonauts F.C.,Wembley Stadium,Point(-0.279722222 51.555555555),United Kingdom
Ariana Kabul F.C.,Ghazi Stadium,Point(69.193711 34.518531),Afghanistan
Arion Lemesou,GSO Stadium,Point(33.053629 34.681224),Cyprus
Aris Limassol F.C.,Tsirion Stadium,Point(33.022975 34.700914),Cyprus
Aris Thessaloniki F.C.,Kleanthis Vikelidis Stadium,Point(22.9695 40.600069),Greece
Arizona Sandsharks,Talking Stick Resort Arena,Point(-112.071388888 33.445833333),United States of America
Arizona Thunder,Arizona Veterans Memorial Coliseum,Point(-112.096667 33.469444),United States of America
Arka Gdynia,Stadion GOSiR,Point(18.531214 54.493136),Poland
Arminia Bielefeld,Bielefelder Alm,Point(8.516944 52.031389),Germany
Army United F.C.,Thai Army Sports Stadium,Point(100.55655 13.782645),Thailand
Armée Patriotique Rwandaise F.C.,Stade Amahoro,Point(30.114222 -1.955028),Rwanda
Arsenal F.C.,Emirates Stadium,Point(-0.108611111 51.555),United Kingdom
Arsenal F.C. Reserves,Underhill Stadium,Point(-0.191733 51.646158),United Kingdom
Arsenal L.F.C.,Meadow Park,Point(-0.272222 51.661944),United Kingdom
Arsenal de Sarandí,Estadio Julio Humberto Grondona,Point(-58.340278 -34.678333),Argentina
Asante Kotoko F.C.,Baba Yara Stadium,Point(-1.605111 6.682681),Ghana
Ascoli Picchio F.C. 1898,Stadio Cino e Lillo Del Duca,Point(13.594167 42.861111),Italy
Ashanti Gold SC,Len Clay Stadium,Point(-1.677222 6.208611),Ghana
Asker Fotball,Føyka Stadion,Point(10.427929 59.834889),Norway
Asociacion Deportiva Limonense,Q3495669,Point(-83.033055555 9.991111111),Costa Rica
Asociación Civil Mineros de Guayana,Polideportivo Cachamay,Point(-62.696667 8.3125),Venezuela
Asociación Deportiva Berazategui,Q5640228,Point(-58.1971 -34.7587),Argentina
Asociación Deportiva Carmelita,Estadio Alejandro Morera Soto,Point(-84.208889 10.021667),Costa Rica
Asociación Deportiva Hospital,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389),Peru
Asociación Deportiva Ramonense,Estadio Carlos Roldan,Point(-84.476272 10.091711),Costa Rica
Asociación Deportiva San Agustín,Estadio Nacional,Point(-77.033722 -12.067278),Peru
Asociación Deportiva San Carlos,Estadio Carlos Ugalde Álvarez,Point(-84.43445 10.334217),Costa Rica
Asociación Deportiva Somos Aduanas,Estadio Miguel Grau,Point(-77.11995 -12.05972),Peru
Asociación Deportiva Tarma,Estadio Unión Tarma,Point(-75.683442 -11.413866),Peru
Association Football Club,Estadio Nacional,Point(-77.0336 -12.0711),Peru
Association Salé,Stade Boubker Ammar,Point(-6.797184 34.03307),Morocco
Associazione Sportiva Cittadella,Stadio Pier Cesare Tombolato,Point(11.781111 45.642778),Italy
Associazione Sportiva Livorno Calcio,Stadio Armando Picchi,Point(10.314167 43.526667),Italy
Associação Académica de Coimbra – O.A.F.,Estádio Cidade de Coimbra,Point(-8.407777777 40.203333333),Portugal
Associação Académica do Fogo,Q18620978,Point(-24.495486111 14.897611111),Cape Verde
Associação Académica do Porto Novo,Estádio Municipal do Porto Novo,Point(-24.076805555 17.02125),Cape Verde
Associação Atlética Anapolina,Estádio Jonas Duarte,Point(-48.955761 -16.346347),Brazil
Associação Atlética Caldense,Ronaldão,Point(-46.605833 -21.777778),Brazil
Associação Atlética Internacional (Limeira),Estádio Major José Levy Sobrinho,Point(-47.385042 -22.555294),Brazil
Associação Atlética Luziânia,Estádio Zequinha Roriz,Point(-47.9411 -16.2466),Brazil
Associação Atlética Ponte Preta,Estádio Moisés Lucarelli,Point(-47.051389 -22.913611),Brazil
Associação Atlética Portuguesa,Estádio Luso-Brasileiro,Point(-43.207775 -22.801636),Brazil
Associação Atlética Portuguesa,Estádio Ulrico Mursa,Point(-46.339 -23.951),Brazil
Associação Desportiva Bahia de Feira,Estádio Joia da Princesa,Point(-38.97235 -12.244583),Brazil
Associação Desportiva Confiança,Batistão,Point(-37.049167 -10.926667),Brazil
Associação Desportiva Ferroviária Vale do Rio Doce,Estádio Engenheiro Alencar Araripe,Point(-40.355833 -20.334444),Brazil
Associação Desportiva Guarujá,Estádio Municipal Antônio Fernandes,Point(-46.271111 -23.997222),Brazil
Associação Desportiva Perilima,Amigão,Point(-35.880833 -7.253889),Brazil
Associação Desportiva Recreativa e Cultural Icasa,Estádio Mauro Sampaio,Point(-39.3178 -7.2242),Brazil
Associação Desportiva São Caetano,Estádio Anacleto Campanella,Point(-46.559875 -23.630117),Brazil
Associação Desportiva Vasco da Gama,Estádio José de Melo,Point(-67.8075 -9.970278),Brazil
Associação Esportiva Tiradentes,Estádio Presidente Vargas,Point(-38.536667 -3.745833),Brazil
Associação Ferroviária de Esportes,Estádio Fonte Luminosa,Point(-48.170071 -21.774446),Brazil
Associação Naval 1º de Maio,Estádio Municipal José Bento Pessoa,Point(-8.859369 40.162675),Portugal
Associação Portuguesa Londrinense,Estádio do Café,Point(-51.165 -23.282222),Brazil
Associação Portuguesa de Desportos,Estádio do Canindé,Point(-46.618333 -23.520556),Brazil
Associação Sportiva Sociedade Unida,Estádio Edgar Borges Montenegro,Point(-36.908333 -5.598056),Brazil
Assyriska FF,Södertälje Fotbollsarena,Point(17.568882 59.188354),Sweden
Asteras Tripoli F.C.,Asteras Tripolis Stadium,Point(22.378164 37.521989),Greece
Aston Villa F.C.,Villa Park,Point(-1.884722222 52.509166666),United Kingdom
Aston Villa Under-21s and Academy,Villa Park,Point(-1.884722222 52.509166666),United Kingdom
Asyut Petroleum,Asiut University Stadium,Point(31.176389 27.189167),Egypt
Atalanta B.C.,Stadio Atleti Azzurri d'Italia,Point(9.680833 45.708889),Italy
Atalanta Primavera,Stadio Atleti Azzurri d'Italia,Point(9.680833 45.708889),Italy
Athletic Bilbao B,Lezama Facilities,Point(-2.83932 43.2775),Spain
Athletic Club,San Mamés Stadium,Point(-2.949369 43.264205),Spain
Athletic Club,Lezama Facilities,Point(-2.83932 43.2775),Spain
Athlone Town F.C.,Athlone Town Stadium,Point(-7.91913 53.4276),Ireland
Atjeh United F.C.,Harapan Bangsa Stadium,Point(95.323611 5.5225),Indonesia
Atlanta Beat,Herndon Stadium,Point(-84.4088 33.756),United States of America
Atlanta Beat,Kennesaw State University Soccer Stadium,Point(-84.567611111 34.028938888),United States of America
Atlanta Chiefs,Atlanta-Fulton County Stadium,Point(-84.389444444 33.739444444),United States of America
Atlanta Silverbacks,Atlanta Silverbacks Park,Point(-84.2484 33.885353),United States of America
Atlanta Silverbacks Reserves,Atlanta Silverbacks Park,Point(-84.2484 33.885353),United States of America
Atlanta Silverbacks U23's,Atlanta Silverbacks Park,Point(-84.2484 33.885353),United States of America
Atlanta Silverbacks Women,Atlanta Silverbacks Park,Point(-84.2484 33.885353),United States of America
Atlanta United FC,Mercedes-Benz Stadium,Point(-84.4011 33.7647),United States of America
Atlantis FC,Töölön Pallokenttä,Point(24.92472222 60.18583333),Finland
Atlas Aglandjias,Aglandjia Municipal Stadium,Point(33.405567 35.156765),Cyprus
Atletico Roma F.C.,Stadio Flaminio,Point(12.472222 41.926944),Italy
Atlètic Club d'Escaldes,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Atlético Acreano,Estádio José de Melo,Point(-67.8075 -9.970278),Brazil
Atlético Bucaramanga,Estadio Alfonso López,Point(-73.11658889 7.13658889),Colombia
Atlético Celaya,Monumental Stadium football Emilio Butragueno Santos,Point(-100.818333 20.535),Mexico
Atlético Chiapas,Estadio Víctor Manuel Reyna,Point(-93.096369 16.762783),Mexico
Atlético Choloma,Estadio Rubén Deras,Point(-87.954388 15.571017),Honduras
Atlético Clube Goianiense,Estádio Serra Dourada,Point(-49.233889 -16.698889),Brazil
Atlético Clube Juventus,Estádio José de Melo,Point(-67.8075 -9.970278),Brazil
Atlético Deportivo Olímpico,Q5848411,Point(-77.130708333 -12.063972222),Peru
Atlético El Vigía,Estadio 12 de Febrero,Point(-71.63694444 8.60555556),Venezuela
Atlético Español,Azteca Stadium,Point(-99.150556 19.302778),Mexico
Atlético Grau,Estadio Miguel Grau,Point(-80.616195 -5.191763),Peru
Atlético Hidalgo,Estadio Revolución,Point(-103.429178 25.539575),Mexico
Atlético Huila,Estadio Guillermo Plazas Alcid,Point(-75.274286 2.936698),Colombia
Atlético La Sabana,Q5847777,Point(-75.410172222 9.280111111),Colombia
Atlético Madrid,Vicente Calderón Stadium,Point(-3.720556 40.401667),Spain
Atlético Madrid B,Estadio Cerro del Espino,Point(-3.86028 40.4575),Spain
Atlético Madrid C,Estadio Cerro del Espino,Point(-3.86028 40.4575),Spain
Atlético Madrid Femenino,Estadio Cerro del Espino,Point(-3.86028 40.4575),Spain
Atlético Mexiquense,Estadio Nemesio Díez,Point(-99.666794 19.287286),Mexico
Atlético Nacional,Atanasio Girardot Sports Complex,Point(-75.590172 6.2568),Colombia
Atlético Olanchano,Estadio Rubén Guifarro,Point(-85.886591 14.842502),Honduras
Atlético Petróleos Luanda,Estádio 11 de Novembro,Point(13.283672 -8.969947),Angola
Atlético Policial,Q5847798,Point(-65.7538 -28.4466),Argentina
Atlético Potosino,Estadio Plan de San Luis Potosí,Point(-100.985159 22.141391),Mexico
Atlético Rio Negro Clube,Vivaldão,Point(-60.028056 -3.083056),Brazil
Atlético San Cristóbal,Estadio Polideportivo de Pueblo Nuevo,Point(-72.197778 7.786389),Venezuela
Atlético Semu,Nuevo Estadio de Malabo,Point(8.769167 3.725),Equatorial Guinea
Atlético Sport Aviação,Estádio da Cidadela,Point(13.255889 -8.827389),Angola
Atlético Telmo Carbajo,Q5848411,Point(-77.130708333 -12.063972222),Peru
Atlético Tucumán,Estadio Mudomental José Hielo,Point(-65.199167 -26.812778),Argentina
Atlético Universidad,Estadio Monumental Virgen de Chapi,Point(-71.520203 -16.40729),Peru
Atlético Venezuela,Brígido Iriarte Stadium,Point(-66.941667 10.482778),Venezuela
Atlético de Rafaela,Estadio Nuevo Monumental,Point(-61.48138889 -31.25083333),Argentina
Atlético de San Juan FC,Hiram Bithorn Stadium,Point(-66.073055555 18.416666666),United States of America
Atromitos F.C.,Peristeri Stadium,Point(23.689756 38.004858),Greece
Atromitos Yeroskipou,Pafiako Stadium,Point(32.440144 34.769186),Cyprus
Atromitos Yeroskipou,Geroskipou Municipal Stadium,Point(32.4407 34.74376),Cyprus
Attersana S.C.,GMR Stadium,Point(13.136944 32.859722),Libya
Auckland City FC,Kiwitea Street,Point(174.736426 -36.897799),New Zealand
Audax Italiano,Estadio Bicentenario de La Florida,Point(-70.578333 -33.540833),Chile
Aurora F.C.,Estadio del Ejército,Point(-90.50972222 14.61555556),Guatemala
Aurora Pro Patria 1919,Stadio Carlo Speroni,Point(8.880833 45.613333),Italy
Austin Aztex,House Park,Point(-97.7496 30.278),United States of America
Austin Aztex FC,House Park,Point(-97.7496 30.278),United States of America
Auto Esporte Clube,Lindolfinho,Point(-43.821111 -5.084722),Brazil
Avaí Futebol Clube,Estádio da Ressacada,Point(-48.531667 -27.666389),Brazil
Avezzano Calcio A.S.D.,Stadio dei Marsi,Point(13.4233 42.0258),Italy
Avezzano Calcio A.S.D.,Stadio dei Pini,Point(13.416499 42.049798),Italy
Avignon Foot 84,Parc des Sports,Point(4.845 43.928333),France
Avispa Fukuoka,Level-5 Stadium,Point(130.460625 33.585888),Japan
Ayia Napa F.C.,Ayia Napa Municipal Stadium,Point(34.011626 34.993482),Cyprus
Ayr F.C.,Somerset Park,Point(-4.62 55.4696),United Kingdom
Ayr United F.C.,Somerset Park,Point(-4.62 55.4696),United Kingdom
B-67,Nuuk Stadium,Point(-51.7325 64.180833),Denmark
B36 Tórshavn,Gundadalur,Point(-6.7811394 62.0193487),Denmark
B68 Toftir,Svangaskarð,Point(-6.736111 62.099722),Denmark
B71 Sandoy,Inni í Dal,Point(-6.911806 61.892636),Denmark
BA Stars,Baba Yara Stadium,Point(-1.605111 6.682681),Ghana
BBCU F.C.,Chulalongkorn University Stadium,Point(100.525833 13.7375),Thailand
BC Augsburg,Rosenaustadion,Point(10.875833 48.355278),Germany
BEC Tero Sasana F.C.,72-years Anniversary Stadium,Point(100.790833 13.801944),Thailand
BFC Preussen,Q2109121,Point(13.3548 52.4326),Germany
BK Häcken,Rambergsvallen,Point(11.930833333 57.718888888),Sweden
BSC Old Boys,Stadion Schützenmatte,Point(7.571308333 47.551480555),Switzerland
BSC YB Frauen,Stadion Neufeld,Point(7.43127 46.9609),Switzerland
BSC Young Boys,Stade de Suisse,Point(7.465 46.962778),Switzerland
BSG Chemie Leipzig,Alfred-Kunze-Sportpark,Point(12.307778 51.358056),Germany
BSV Schwarz-Weiß Rehden,Q2312784,Point(8.48314 52.6163),Germany
BV Cloppenburg,Q2434521,Point(8.03874 52.8525),Germany
BV Cloppenburg,Q2434521,Point(8.03874 52.8525),Germany
BX Brussels,Edmond Machtens Stadium,Point(4.310556 50.855),Belgium
Ba F.C.,Govind Park,Point(177.66956667 -17.53484444),Fiji
Babbacombe F.C.,Plainmoor,Point(-3.523825 50.476408),United Kingdom
Bahlinger SC,Kaiserstuhlstadion,Point(7.74351 48.1191),Germany
Bahrain SC,Bahrain National Stadium,Point(50.543664 26.153594),Bahrain
Bakili Baku,Shafa Stadium,Point(49.897711 40.410986),Azerbaijan
Bakırköyspor,Şenlikköy Stadium,Point(28.791624 40.980152),Turkey
Bala Town F.C.,Maes Tegid,Point(-3.601389 52.912222),United Kingdom
Baladeyet El-Mahalla,El Mahalla Stadium,Point(31.172778 30.960556),Egypt
Bali United Pusam F.C.,Segiri Samarinda Stadium,Point(117.149352 -0.493091),Indonesia
Ballinamallard United F.C.,Ferney Park,Point(-7.59311 54.425),United Kingdom
Ballyclare Comrades F.C.,Dixon Park,Point(-6.001942 54.750694),United Kingdom
Ballymena United F.C.,Ballymena Showgrounds,Point(-6.262867 54.869142),United Kingdom
Ballymoney United F.C.,Riada Stadium,Point(-6.498333 55.061667),United Kingdom
Balmain SC,Wentworth Park,Point(151.193333 -33.8775),Australia
Baltimore Bays,Memorial Stadium,Point(-76.601388888 39.329444444),United States of America
Baltimore Blast,Royal Farms Arena,Point(-76.618888888 39.288611111),United States of America
Baltimore Blast,Royal Farms Arena,Point(-76.618888888 39.288611111),United States of America
Baltimore Comets,Memorial Stadium,Point(-76.601388888 39.329444444),United States of America
Baltimore Sportif Club,Parc Levelt,Point(-72.6959 19.1081),Haiti
Balzan F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Balıkesirspor,Balıkesir Atatürk Stadium,Point(27.88785 39.64151944),Turkey
Bandung F.C.,Siliwangi Stadium,Point(107.619367 -6.910312),Indonesia
Bangkok F.C.,72-years Anniversary Stadium,Point(100.492778 13.646667),Thailand
Bangkok Glass F.C.,Leo Stadium,Point(100.67921 14.000623),Thailand
Bangkok United F.C.,Thai-Japanese Stadium,Point(100.552823 13.76657),Thailand
Bangor City F.C.,Nantporth,Point(-4.150139 53.225453),United Kingdom
Bangu Atlético Clube,Estádio Moça Bonita,Point(-43.456575 -22.872497),Brazil
Baniyas SC,Baniyas Stadium,Point(54.68571 24.34986),United Arab Emirates
Barakaldo CF,Estadio Nuevo Lasesarre,Point(-2.986389 43.302778),Spain
Barcelona Sporting Club,Estadio Monumental Isidro Romero Carbo,Point(-79.924931 -2.185869),Ecuador
